_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
639,Private Property Patio,B71-4074956,STOUT IRISH PUB,221 CARLTON ST,None,TORONTO CENTRE,None,CARLTON ST,221 CARLTON ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3689804, 43.6639044441682]], ""type"": ""MultiPoint""}"
640,Private Property Patio,B71-4177303,TOWN CRIER PUB/HALFWAY BEER HOUSE,113-115 JOHN ST,None,SPADINA-FORT YORK,None,JOHN ST,113-115 JOHN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39014801, 43.64813498]], ""type"": ""MultiPoint""}"
641,Private Property Patio,B71-4177537,FACTORY GIRL,193 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,193 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35617437, 43.6764802607759]], ""type"": ""MultiPoint""}"
642,Private Property Patio,B71-4177917,CASA MANILA,"879 YORK MILLS RD, #1",None,DON VALLEY EAST,None,YORK MILLS RD,879 YORK MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34867028, 43.7550431798368]], ""type"": ""MultiPoint""}"
643,Private Property Patio,B71-4179737,THE MUGSHOT TAVERN,1729 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,1729 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45960998, 43.6545982276843]], ""type"": ""MultiPoint""}"
644,Private Property Patio,B71-4181111,BAR NEON,1226 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,1226 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43932517, 43.659350741311]], ""type"": ""MultiPoint""}"
645,Private Property Patio,B71-4183550,SUSHI ONE,4924 YONGE ST,None,WILLOWDALE,None,YONGE ST,4924 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41206642, 43.7644154305619]], ""type"": ""MultiPoint""}"
646,Private Property Patio,B71-4184462,PICNIC CAFE & CATERING,"550 BAYVIEW AVE, #14",None,UNIVERSITY-ROSEDALE,None,BAYVIEW AVE,550 BAYVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36562797, 43.6837833500449]], ""type"": ""MultiPoint""}"
647,Private Property Patio,B71-4184849,FAMOUS PIZZA TOWN,1947 VICTORIA PARK AVE,None,SCARBOROUGH CENTRE,None,VICTORIA PARK AVE,1947 VICTORIA PARK AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.31197458, 43.7492143634759]], ""type"": ""MultiPoint""}"
648,Private Property Patio,B71-4184913,MARCELINA'S FILIPINO CUISINE,355 WILSON AVE,None,YORK CENTRE,None,WILSON AVE,355 WILSON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43682423, 43.7365731369328]], ""type"": ""MultiPoint""}"
649,Private Property Patio,B71-4185319,STARBUCKS COFFEE #15631,1 BEDFORD RD,None,UNIVERSITY-ROSEDALE,None,BEDFORD RD,1 BEDFORD RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39712413, 43.6685511377371]], ""type"": ""MultiPoint""}"
650,Private Property Patio,B71-4186333,ST JAMES'S GATE TORONTO,5140 DUNDAS ST W,None,ETOBICOKE-LAKESHORE,None,DUNDAS ST W,5140 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5335839, 43.643880112494]], ""type"": ""MultiPoint""}"
651,Private Property Patio,B71-4186362,"WAYSIDE SOCIAL EATERY, CAFE, BAR",901 DIXON RD,None,ETOBICOKE NORTH,None,DIXON RD,901 DIXON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.59383862, 43.685876774954]], ""type"": ""MultiPoint""}"
652,Private Property Patio,B71-4188257,GUSTO 101,101 PORTLAND ST,None,SPADINA-FORT YORK,None,PORTLAND ST,101 PORTLAND ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40008886, 43.6451871979508]], ""type"": ""MultiPoint""}"
653,Private Property Patio,B71-4188813,RALLY SPORTS & SMOKEHOUSE,1660 O'CONNOR DR,None,BEACHES-EAST YORK,None,O'CONNOR DR,1660 O'CONNOR DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30557559, 43.7173076086426]], ""type"": ""MultiPoint""}"
654,Private Property Patio,B71-4189680,UNION RESTAURANT & BAR,72 OSSINGTON AVE,None,SPADINA-FORT YORK,None,OSSINGTON AVE,72 OSSINGTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41978197, 43.645769790478]], ""type"": ""MultiPoint""}"
655,Private Property Patio,B71-4189917,MILLER TAVERN,33 BAY ST,None,SPADINA-FORT YORK,None,BAY ST,33 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37736788, 43.6426385774264]], ""type"": ""MultiPoint""}"
656,Private Property Patio,B71-4190188,BELLWOODS BREWERY,124 OSSINGTON AVE,None,SPADINA-FORT YORK,None,OSSINGTON AVE,124 OSSINGTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42009934, 43.6470665426615]], ""type"": ""MultiPoint""}"
657,Private Property Patio,B71-4200490,ST.LOUIS BAR AND GRILL,"92 KING ST E, #114",None,TORONTO CENTRE,None,KING ST E,92 KING ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37494723, 43.6500464291675]], ""type"": ""MultiPoint""}"
658,Private Property Patio,B71-4200515,BOSTON PIZZA,5 CARLSON CRT,None,ETOBICOKE NORTH,None,CARLSON CRT,5 CARLSON CRT,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.58578208, 43.6888121015974]], ""type"": ""MultiPoint""}"
659,Private Property Patio,B71-4200842,PATRIA,478 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,478 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3963398, 43.6455571105899]], ""type"": ""MultiPoint""}"
660,Private Property Patio,B71-4201137,ZAKKUSHI ON CARLTON,193 CARLTON ST,None,TORONTO CENTRE,None,CARLTON ST,193 CARLTON ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37065684, 43.6634342330889]], ""type"": ""MultiPoint""}"
661,Private Property Patio,B71-4201261,TABULE RESTAURANT,810 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,810 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3464113, 43.6598370236446]], ""type"": ""MultiPoint""}"
662,Private Property Patio,B71-4201678,ANGIE'S RESTAURANT,2647 EGLINTON AVE E,None,SCARBOROUGH SOUTHWEST,None,EGLINTON AVE E,2647 EGLINTON AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.25108989, 43.73554519]], ""type"": ""MultiPoint""}"
663,Private Property Patio,B71-4202695,TIM HORTONS #4365,3090 KINGSTON RD,None,SCARBOROUGH SOUTHWEST,None,KINGSTON RD,3090 KINGSTON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.23154803, 43.7263091045825]], ""type"": ""MultiPoint""}"
664,Private Property Patio,B71-4290508,PITA AND GRILL BREMNER BLVD,"131 BREMNER BLVD, #9",None,SPADINA-FORT YORK,None,BREMNER BLVD,131 BREMNER BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38334293, 43.6423182431436]], ""type"": ""MultiPoint""}"
665,Private Property Patio,B71-4290681,TACO DEL MAR,51 LOWER SIMCOE ST,None,SPADINA-FORT YORK,None,LOWER SIMCOE ST,51 LOWER SIMCOE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38362832, 43.6421119344912]], ""type"": ""MultiPoint""}"
666,Private Property Patio,B71-4293651,SHANGRILA HOTEL TORONTO,180 UNIVERSITY AVE,None,SPADINA-FORT YORK,None,UNIVERSITY AVE,180 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38615389, 43.6489962304876]], ""type"": ""MultiPoint""}"
667,Private Property Patio,B71-4294335,SAUCE,1376 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1376 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32826821, 43.6825760299696]], ""type"": ""MultiPoint""}"
668,Private Property Patio,B71-4294486,THE OXLEY PUBLIC HOUSE,121 YORKVILLE AVE,None,UNIVERSITY-ROSEDALE,None,YORKVILLE AVE,121 YORKVILLE AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39303732, 43.6705766916276]], ""type"": ""MultiPoint""}"
669,Private Property Patio,B71-4296767,BREAKWALL BBQ,1910 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,1910 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30450467, 43.6692794389895]], ""type"": ""MultiPoint""}"
670,Private Property Patio,B71-4297257,STARBUCKS COFFEE #17181,978 COXWELL AVE,None,TORONTO-DANFORTH,None,COXWELL AVE,978 COXWELL AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3290203, 43.6960712100071]], ""type"": ""MultiPoint""}"
671,Private Property Patio,B71-4298791,LAVINIA,2350 LAKE SHORE BLVD W,None,ETOBICOKE-LAKESHORE,None,LAKE SHORE BLVD W,2350 LAKE SHORE BLVD W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48819404, 43.6163977004115]], ""type"": ""MultiPoint""}"
672,Private Property Patio,B71-4299415,CHOP STEAKHOUSE AND BAR,801 DIXON RD,None,ETOBICOKE NORTH,None,DIXON RD,801 DIXON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5876929, 43.6867711727373]], ""type"": ""MultiPoint""}"
673,Private Property Patio,B71-4303843,JACK ASTOR'S BAR AND GRILL,5051 YONGE ST,None,WILLOWDALE,None,YONGE ST,5051 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41332045, 43.7689107571611]], ""type"": ""MultiPoint""}"
674,Private Property Patio,B71-4304108,TIM HORTON'S STORE# 4853,85 LAIRD DR,None,DON VALLEY WEST,None,LAIRD DR,85 LAIRD DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36098267, 43.7057798189015]], ""type"": ""MultiPoint""}"
675,Private Property Patio,B71-4304910,MENCHIE'S,518 ST CLAIR AVE W,None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,518 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41906605, 43.6831894256101]], ""type"": ""MultiPoint""}"
676,Private Property Patio,B71-4305143,EVEREST HAKKA HOUSE,2356 LAKE SHORE BLVD W,None,ETOBICOKE-LAKESHORE,None,LAKE SHORE BLVD W,2356 LAKE SHORE BLVD W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48824147, 43.6163156574013]], ""type"": ""MultiPoint""}"
677,Private Property Patio,B71-4305492,STARLITE FAMILY RESTAURANT,"1157 ELLESMERE RD, #1&2",None,SCARBOROUGH CENTRE,None,ELLESMERE RD,1157 ELLESMERE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.27074145, 43.7677887546396]], ""type"": ""MultiPoint""}"
678,Private Property Patio,B71-4308830,KRAMER'S BAR AND GRILL,1915 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,1915 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39643206, 43.6986240362401]], ""type"": ""MultiPoint""}"
679,Private Property Patio,B71-4311222,MOXIE'S,"70 UNIVERSITY AVE, #100",None,SPADINA-FORT YORK,None,UNIVERSITY AVE,70 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38466735, 43.6465381509805]], ""type"": ""MultiPoint""}"
680,Private Property Patio,B71-4311399,ARAMARK,755 MORNINGSIDE AVE,None,SCARBOROUGH-ROUGE PARK,None,MORNINGSIDE AVE,755 MORNINGSIDE AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.19293316, 43.7860239310754]], ""type"": ""MultiPoint""}"
681,Private Property Patio,B71-4311702,CALEDONIA BAKERY & PASTRY,1492 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1492 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4543941, 43.6758468129025]], ""type"": ""MultiPoint""}"
682,Private Property Patio,B71-4313169,RESTAURANT BATIFOLE,744 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,744 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34736691, 43.6667793983583]], ""type"": ""MultiPoint""}"
683,Private Property Patio,B71-4314342,AROMA ESPRESSO BAR,"2300 YONGE ST, GROUND FL",None,EGLINTON-LAWRENCE,None,YONGE ST,2300 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39908352, 43.7071575757632]], ""type"": ""MultiPoint""}"
684,Private Property Patio,B71-4314565,AROMA ESPRESSO BAR,"570 BAY ST, GRND FLR",None,SPADINA-FORT YORK,None,BAY ST,570 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38385802, 43.6554122849721]], ""type"": ""MultiPoint""}"
685,Private Property Patio,B71-4314801,LONGO'S,85 LAIRD DR,None,DON VALLEY WEST,None,LAIRD DR,85 LAIRD DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36098267, 43.7057798189015]], ""type"": ""MultiPoint""}"
686,Private Property Patio,B71-4314862,LOLA'S GELATO LTD,"14B BROOKERS LANE, #32",None,ETOBICOKE-LAKESHORE,None,BROOKERS LANE,14B BROOKERS LANE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4784155, 43.6268675188102]], ""type"": ""MultiPoint""}"
687,Private Property Patio,B71-4314931,ALEXANDRO'S TAKE-OUT,5 QUEENS QUAY W,None,SPADINA-FORT YORK,None,QUEENS QUAY W,5 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37525569, 43.6414674547363]], ""type"": ""MultiPoint""}"
688,Private Property Patio,B71-4315688,CHIPOTLE MEXICAN GRILL,"1072 DON MILLS RD, N3E",None,DON VALLEY EAST,None,DON MILLS RD,1072 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34399732, 43.7352081048013]], ""type"": ""MultiPoint""}"
689,Private Property Patio,B71-4315909,TIMBERS LODGE SOCIAL GRILL,"4700 KEELE ST, #2",None,HUMBER RIVER-BLACK CREEK,None,KEELE ST,4700 KEELE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.50233817, 43.7734100899864]], ""type"": ""MultiPoint""}"
690,Private Property Patio,B71-4316198,JABISTRO,222 RICHMOND ST W,None,SPADINA-FORT YORK,None,RICHMOND ST W,222 RICHMOND ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38825389, 43.6498936410429]], ""type"": ""MultiPoint""}"
691,Private Property Patio,B71-4316201,KINKA IZAKAYA ORIGINAL,398 CHURCH ST,None,TORONTO CENTRE,None,CHURCH ST,398 CHURCH ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37915476, 43.6604517024037]], ""type"": ""MultiPoint""}"
692,Private Property Patio,B71-4316856,TIM HORTONS,"171 EAST LIBERTY ST, #109",None,SPADINA-FORT YORK,None,EAST LIBERTY ST,171 EAST LIBERTY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41860802, 43.63852034]], ""type"": ""MultiPoint""}"
693,Private Property Patio,B71-4417704,TIM HORTON'S,123 GUILDWOOD PKWY,None,SCARBOROUGH-GUILDWOOD,None,GUILDWOOD PKWY,123 GUILDWOOD PKWY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.19954024, 43.747009015442]], ""type"": ""MultiPoint""}"
694,Private Property Patio,B71-4418116,SUNNY MORNING,"1602 THE QUEENSWAY, E2",None,ETOBICOKE-LAKESHORE,None,THE QUEENSWAY,1602 THE QUEENSWAY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5441884, 43.6184064286312]], ""type"": ""MultiPoint""}"
695,Private Property Patio,B71-4419524,VATICANO RESTAURANT,"25 BELLAIR ST, BSMT",None,UNIVERSITY-ROSEDALE,None,BELLAIR ST,25 BELLAIR ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39086652, 43.6707602921855]], ""type"": ""MultiPoint""}"
696,Private Property Patio,B71-4419672,IQ FOOD CO.,"18 YORK ST, MAINFL",None,SPADINA-FORT YORK,None,YORK ST,18 YORK ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38225089, 43.6432110318151]], ""type"": ""MultiPoint""}"
697,Private Property Patio,B71-4420342,FATPASHA,414 DUPONT ST,None,UNIVERSITY-ROSEDALE,None,DUPONT ST,414 DUPONT ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41174737, 43.6738728859177]], ""type"": ""MultiPoint""}"
698,Private Property Patio,B71-4421065,PARISCO CAFE,"215 FORT YORK BLVD, #8",None,SPADINA-FORT YORK,None,FORT YORK BLVD,215 FORT YORK BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40458836, 43.6364660443592]], ""type"": ""MultiPoint""}"
699,Private Property Patio,B71-4421123,PETER PAN BISTRO,373 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,373 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39341588, 43.6491542208439]], ""type"": ""MultiPoint""}"
700,Private Property Patio,B71-4421306,LOONS RESTAURANT & PUB,416 RONCESVALLES AVE,None,PARKDALE-HIGH PARK,None,RONCESVALLES AVE,416 RONCESVALLES AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45138161, 43.6517023302554]], ""type"": ""MultiPoint""}"
701,Private Property Patio,B71-4421617,FOX & FIDDLE,1285 FINCH AVE W,None,YORK CENTRE,None,FINCH AVE W,1285 FINCH AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48851982, 43.7636972970941]], ""type"": ""MultiPoint""}"
702,Private Property Patio,B71-4422725,STARBUCKS COFFEE #21891,300 FRONT ST W,None,SPADINA-FORT YORK,None,FRONT ST W,300 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38943536, 43.6440531554383]], ""type"": ""MultiPoint""}"
703,Private Property Patio,B71-4422730,STARBUCKS COFFEE #21792,661 UNIVERSITY AVE,None,UNIVERSITY-ROSEDALE,None,UNIVERSITY AVE,661 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38954753, 43.6594471708546]], ""type"": ""MultiPoint""}"
704,Private Property Patio,B71-4423780,TIM HORTONS,249 QUEENS QUAY W,None,SPADINA-FORT YORK,None,QUEENS QUAY W,249 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38571123, 43.638650018247]], ""type"": ""MultiPoint""}"
705,Private Property Patio,B71-4423785,TIM HORTON'S #3972,"2480 GERRARD ST E, SHARED",None,SCARBOROUGH SOUTHWEST,None,GERRARD ST E,2480 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.28605875, 43.687421660045]], ""type"": ""MultiPoint""}"
706,Private Property Patio,B71-4423787,TIM HORTON'S #3852,547 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,547 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35487521, 43.6647039456676]], ""type"": ""MultiPoint""}"
707,Private Property Patio,B71-4423790,TIM HORTON'S #5583,"1089 KINGSTON RD, #7",None,SCARBOROUGH SOUTHWEST,None,KINGSTON RD,1089 KINGSTON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.28283037, 43.6808000361252]], ""type"": ""MultiPoint""}"
708,Private Property Patio,B71-4425205,THE CAT PUB & EATERY,3513 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,3513 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4892229, 43.66543921]], ""type"": ""MultiPoint""}"
709,Private Property Patio,B71-4425557,KINTON RAMEN,5165 YONGE ST,None,WILLOWDALE,None,YONGE ST,5165 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41265164, 43.7698237590111]], ""type"": ""MultiPoint""}"
710,Private Property Patio,B71-4425656,NANALYN JERK,564 WILSON HEIGHTS BLVD,None,YORK CENTRE,None,WILSON HEIGHTS BLVD,564 WILSON HEIGHTS BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45796862, 43.7525779502091]], ""type"": ""MultiPoint""}"
711,Private Property Patio,B71-4426426,MERCATTO,"120 BREMNER BLVD, GROUND FL",None,SPADINA-FORT YORK,None,BREMNER BLVD,120 BREMNER BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38312696, 43.64282227944]], ""type"": ""MultiPoint""}"
712,Private Property Patio,B71-4426634,TIM HORTONS #5544,"25 HENRY LANE TERR, #1",None,SPADINA-FORT YORK,None,HENRY LANE TERR,25 HENRY LANE TERR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37020859, 43.647556663111]], ""type"": ""MultiPoint""}"
713,Private Property Patio,B71-4426986,REAL SPORTS BAR & GRILL,15 YORK ST,None,SPADINA-FORT YORK,None,YORK ST,15 YORK ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38086808, 43.6423392474267]], ""type"": ""MultiPoint""}"
714,Private Property Patio,B71-4426988,E11EVEN,"15 YORK ST, C",None,SPADINA-FORT YORK,None,YORK ST,15 YORK ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38086808, 43.6423392474267]], ""type"": ""MultiPoint""}"
715,Private Property Patio,B71-4427276,THE MILLER TAVERN,3885 YONGE ST,None,DON VALLEY WEST,None,YONGE ST,3885 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40572354, 43.74076526]], ""type"": ""MultiPoint""}"
716,Private Property Patio,B71-4427531,THE KEG STEAKHOUSE & BAR,560 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,560 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39889311, 43.6449040167136]], ""type"": ""MultiPoint""}"
717,Private Property Patio,B71-4427720,STARBUCKS COFFEE #22838,"1320 CASTLEFIELD AVE, D1",None,EGLINTON-LAWRENCE,None,CASTLEFIELD AVE,1320 CASTLEFIELD AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46199232, 43.6986071090089]], ""type"": ""MultiPoint""}"
718,Private Property Patio,B71-4427721,STARBUCKS COFFEE #23244,1564 ROYAL YORK RD,None,ETOBICOKE CENTRE,None,ROYAL YORK RD,1564 ROYAL YORK RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.53347215, 43.69639895425]], ""type"": ""MultiPoint""}"
719,Private Property Patio,B71-4428879,BOKU NOODLE BAR,42 GRISTMILL LANE,None,SPADINA-FORT YORK,None,GRISTMILL LANE,42 GRISTMILL LANE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36022265, 43.6500620571681]], ""type"": ""MultiPoint""}"
720,Private Property Patio,B71-4428972,TIM HORTONS #5792,"589 KING ST E, GROUND FLO",None,TORONTO CENTRE,None,KING ST E,589 KING ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3564703, 43.6564284857946]], ""type"": ""MultiPoint""}"
721,Private Property Patio,B71-4429500,CHIPOTLE MEXICAN GRILL,"1970 ST CLAIR AVE W, F105",None,YORK SOUTH-WESTON,None,ST CLAIR AVE W,1970 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46939473, 43.6724696650113]], ""type"": ""MultiPoint""}"
722,Private Property Patio,B71-4429764,None,479 BROADVIEW AVE,None,TORONTO-DANFORTH,None,BROADVIEW AVE,479 BROADVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35274049, 43.6691953564847]], ""type"": ""MultiPoint""}"
723,Private Property Patio,B71-4429936,PIZZA PIZZA,"208 QUEENS QUAY W, #9 & 10",None,SPADINA-FORT YORK,None,QUEENS QUAY W,208 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38149922, 43.6400900907804]], ""type"": ""MultiPoint""}"
724,Private Property Patio,B71-4430338,CAVALLINOS SPORTS CAFE,930 THE QUEENSWAY,None,ETOBICOKE-LAKESHORE,None,THE QUEENSWAY,930 THE QUEENSWAY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5119607, 43.6245066932917]], ""type"": ""MultiPoint""}"
725,Private Property Patio,B71-4431343,TIM HORTONS #5559,555 YONGE ST,None,TORONTO CENTRE,None,YONGE ST,555 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38408542, 43.6647572531681]], ""type"": ""MultiPoint""}"
726,Private Property Patio,B71-4431558,SPORTS CAFE CHAMPIONS,2839 EGLINTON AVE E,None,SCARBOROUGH SOUTHWEST,None,EGLINTON AVE E,2839 EGLINTON AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.24323679, 43.7372155822291]], ""type"": ""MultiPoint""}"
727,Private Property Patio,B71-4531706,STARBUCKS COFFEE #24209,1156 KENNEDY RD,None,SCARBOROUGH CENTRE,None,KENNEDY RD,1156 KENNEDY RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.27642248, 43.7524387848788]], ""type"": ""MultiPoint""}"
728,Private Property Patio,B71-4531789,KINKA IZAKAYA NORTH YORK,"4775 YONGE ST, #114",None,WILLOWDALE,None,YONGE ST,4775 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41031228, 43.760360699505]], ""type"": ""MultiPoint""}"
729,Private Property Patio,B71-4532048,REAL FRUIT BUBBLE TEA,"2301 BRIMLEY RD, B01145A",None,SCARBOROUGH NORTH,None,BRIMLEY RD,2301 BRIMLEY RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.27117702, 43.797951342529]], ""type"": ""MultiPoint""}"
