_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
730,Private Property Patio,B71-4532064,EGGSMART,4695 YONGE ST,None,WILLOWDALE,None,YONGE ST,4695 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40996881, 43.7589414371867]], ""type"": ""MultiPoint""}"
731,Private Property Patio,B71-4532324,FIGO,"295 ADELAIDE ST W, #4",None,SPADINA-FORT YORK,None,ADELAIDE ST W,295 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39075672, 43.6475942406544]], ""type"": ""MultiPoint""}"
732,Private Property Patio,B71-4533065,WATTS RESTAURANT,"1 EGLINTON SQ, #145",None,SCARBOROUGH SOUTHWEST,None,EGLINTON SQ,1 EGLINTON SQ,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30082273, 43.7230041737291]], ""type"": ""MultiPoint""}"
733,Private Property Patio,B71-4533643,STARBUCKS COFFEE # 23090,150 PARK LAWN RD,None,ETOBICOKE-LAKESHORE,None,PARK LAWN RD,150 PARK LAWN RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48929755, 43.6278777611279]], ""type"": ""MultiPoint""}"
734,Private Property Patio,B71-4533894,PASTA TUTTI GIORNI,"98 ISLAND RD, C",None,SCARBOROUGH-ROUGE PARK,None,ISLAND RD,98 ISLAND RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.13952413, 43.7983829575801]], ""type"": ""MultiPoint""}"
735,Private Property Patio,B71-4533951,EARL'S RESTAURANT,"150 KING ST W, #100",None,SPADINA-FORT YORK,None,KING ST W,150 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38423227, 43.6482142784795]], ""type"": ""MultiPoint""}"
736,Private Property Patio,B71-4534124,KATHMANDU RESTAURANT,"12 CUMBERLAND ST, LOWER LEVE",None,UNIVERSITY-ROSEDALE,None,CUMBERLAND ST,12 CUMBERLAND ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38796221, 43.6711313437006]], ""type"": ""MultiPoint""}"
737,Private Property Patio,B71-4534394,PAMENAR,307 AUGUSTA AVE,None,UNIVERSITY-ROSEDALE,None,AUGUSTA AVE,307 AUGUSTA AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40258656, 43.6566841621013]], ""type"": ""MultiPoint""}"
738,Private Property Patio,B71-4534855,SOTTO SOTTO RISTORANTE,"120 AVENUE RD, FL1&2",None,UNIVERSITY-ROSEDALE,None,AVENUE RD,120 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3965031, 43.6737412648214]], ""type"": ""MultiPoint""}"
739,Private Property Patio,B71-4534885,TIM HORTONS #5840,68 GERRARD ST W,None,UNIVERSITY-ROSEDALE,None,GERRARD ST W,68 GERRARD ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38509222, 43.6585699366192]], ""type"": ""MultiPoint""}"
740,Private Property Patio,B71-4535660,CECI BAR/BIFF'S BISTRO,"33 YONGE ST, #101",None,TORONTO CENTRE,None,YONGE ST,33 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37658417, 43.647559655381]], ""type"": ""MultiPoint""}"
741,Private Property Patio,B71-4536274,JZ'S PIZZA,232 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,232 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38978839, 43.645320781145]], ""type"": ""MultiPoint""}"
742,Private Property Patio,B71-4536371,KRAVE COFFEE,"781 ST CLAIR AVE W, #2",None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,781 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42922843, 43.6806715533547]], ""type"": ""MultiPoint""}"
743,Private Property Patio,B71-4536740,FOX AND FIDDLE,27 WELLESLEY ST E,None,TORONTO CENTRE,None,WELLESLEY ST E,27 WELLESLEY ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3830799, 43.6649634039241]], ""type"": ""MultiPoint""}"
744,Private Property Patio,B71-4536812,CARENS,1118 YONGE ST,None,UNIVERSITY-ROSEDALE,None,YONGE ST,1118 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39057433, 43.6789126540881]], ""type"": ""MultiPoint""}"
745,Private Property Patio,B71-4537058,TIM HORTONS,"4968 YONGE ST, #5",None,WILLOWDALE,None,YONGE ST,4968 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41265621, 43.7654832426842]], ""type"": ""MultiPoint""}"
746,Private Property Patio,B71-4537836,SUBWAY RESTAURANT,968 KINGSTON RD,None,BEACHES-EAST YORK,None,KINGSTON RD,968 KINGSTON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.28699638, 43.68072774]], ""type"": ""MultiPoint""}"
747,Private Property Patio,B71-4538262,BAR HOP BREWCO,137 PETER ST,None,SPADINA-FORT YORK,None,PETER ST,137 PETER ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39314779, 43.6488714177964]], ""type"": ""MultiPoint""}"
748,Private Property Patio,B71-4538371,CENTENNIAL COLLEGE STUDENT ASSOCIATION,941 PROGRESS AVE,None,SCARBOROUGH-GUILDWOOD,None,PROGRESS AVE,941 PROGRESS AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.22702642, 43.7852646605478]], ""type"": ""MultiPoint""}"
749,Private Property Patio,B71-4538765,FOX & FIDDLE,33 BAY ST,None,SPADINA-FORT YORK,None,BAY ST,33 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37736788, 43.6426385774264]], ""type"": ""MultiPoint""}"
750,Private Property Patio,B71-4539427,LA CARNITA & SWEET JESUS,"295 ADELAIDE ST W, #1",None,SPADINA-FORT YORK,None,ADELAIDE ST W,295 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39075672, 43.6475942406544]], ""type"": ""MultiPoint""}"
751,Private Property Patio,B71-4539435,CEDAR BRAE GOLF AND COUNTRY CLUB,55 MAC FROST WAY,None,SCARBOROUGH NORTH,None,MAC FROST WAY,55 MAC FROST WAY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.23002539, 43.8392208912774]], ""type"": ""MultiPoint""}"
752,Private Property Patio,B71-4539609,PIZZA RUSTICA,"270 WELLINGTON ST W, #8",None,SPADINA-FORT YORK,None,WELLINGTON ST W,270 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3912722, 43.6450001780823]], ""type"": ""MultiPoint""}"
753,Private Property Patio,B71-4539956,ST.LOUIS BAR & GRILL,"808 YORK MILLS RD, #24",None,DON VALLEY EAST,None,YORK MILLS RD,808 YORK MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35793286, 43.7537581848851]], ""type"": ""MultiPoint""}"
754,Private Property Patio,B71-4540322,KINTON RAMEN,398 CHURCH ST,None,TORONTO CENTRE,None,CHURCH ST,398 CHURCH ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37915476, 43.6604517024037]], ""type"": ""MultiPoint""}"
755,Private Property Patio,B71-4540650,YUPDDUK TORONTO,"28 FINCH AVE W, #116",None,WILLOWDALE,None,FINCH AVE W,28 FINCH AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41786792, 43.77950689]], ""type"": ""MultiPoint""}"
756,Private Property Patio,B71-4540845,LUCKY SHRIKE BAR INC,850 DUNDAS ST W,None,UNIVERSITY-ROSEDALE,None,DUNDAS ST W,850 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41038223, 43.6517083705639]], ""type"": ""MultiPoint""}"
757,Private Property Patio,B71-4540920,MENAMI RESTAURANT,5469 YONGE ST,None,WILLOWDALE,None,YONGE ST,5469 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41478316, 43.7778391149311]], ""type"": ""MultiPoint""}"
758,Private Property Patio,B71-4541752,FET ZUN,252 DUPONT ST,None,UNIVERSITY-ROSEDALE,None,DUPONT ST,252 DUPONT ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40639785, 43.6752376328527]], ""type"": ""MultiPoint""}"
759,Private Property Patio,B71-4542279,ALLEN'S,143 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,143 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35730287, 43.6763233148808]], ""type"": ""MultiPoint""}"
760,Private Property Patio,B71-4543245,CAFFE DEMETRE CS1,"3250 DUFFERIN ST, #3",None,EGLINTON-LAWRENCE,None,DUFFERIN ST,3250 DUFFERIN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45650633, 43.7199675567026]], ""type"": ""MultiPoint""}"
761,Private Property Patio,B71-4543363,THE BISTRO ON AVENUE INC,1988 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1988 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42029573, 43.7353551658979]], ""type"": ""MultiPoint""}"
762,Private Property Patio,B71-4543690,DORMET SHAWARMA & PITA,"2777 STEELES AVE W, BLDG-B U-1",None,YORK CENTRE,None,STEELES AVE W,2777 STEELES AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.49073123, 43.7819049429509]], ""type"": ""MultiPoint""}"
763,Private Property Patio,B71-4543845,SHOELESS JOE'S SPORTS GRILL,"1980 ST CLAIR AVE W, #105",None,YORK SOUTH-WESTON,None,ST CLAIR AVE W,1980 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.47086779, 43.6728146836811]], ""type"": ""MultiPoint""}"
764,Private Property Patio,B71-4544349,BREAD & BOWL,2 MURRAY ST,None,UNIVERSITY-ROSEDALE,None,MURRAY ST,2 MURRAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39093543, 43.65629079]], ""type"": ""MultiPoint""}"
765,Private Property Patio,B71-4544371,TE,"70 OSSINGTON AVE, B",None,SPADINA-FORT YORK,None,OSSINGTON AVE,70 OSSINGTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41968276, 43.6457514570379]], ""type"": ""MultiPoint""}"
766,Private Property Patio,B71-4544501,WILBUR MEXICANA,552 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,552 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39864301, 43.6449540498841]], ""type"": ""MultiPoint""}"
767,Private Property Patio,B71-4544877,HOTBLACK COFFEE,"245 QUEEN ST W, #4",None,SPADINA-FORT YORK,None,QUEEN ST W,245 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38860561, 43.6501670496001]], ""type"": ""MultiPoint""}"
768,Private Property Patio,B71-4645489,BELFAST LOVE / ISABELLE'S,548 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,548 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39850887, 43.6451511058605]], ""type"": ""MultiPoint""}"
769,Private Property Patio,B71-4647503,MAPLE LEAF TAVERN LTD,955 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,955 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.33979628, 43.6681378087918]], ""type"": ""MultiPoint""}"
770,Private Property Patio,B71-4647592,STARBUCKS COFFEE #4636,621 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,621 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40114501, 43.6440618197494]], ""type"": ""MultiPoint""}"
771,Private Property Patio,B71-4648136,DOMINO'S PIZZA,"352 FRONT ST W, #7",None,SPADINA-FORT YORK,None,FRONT ST W,352 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39243425, 43.6432985331867]], ""type"": ""MultiPoint""}"
772,Private Property Patio,B71-4648350,BAR REYNA,158 CUMBERLAND ST,None,UNIVERSITY-ROSEDALE,None,CUMBERLAND ST,158 CUMBERLAND ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39339319, 43.670032083605]], ""type"": ""MultiPoint""}"
773,Private Property Patio,B71-4648699,CLUBHOUSE EVENTSPACE,195 GALAXY BLVD,None,ETOBICOKE NORTH,None,GALAXY BLVD,195 GALAXY BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.58338799, 43.6776781018734]], ""type"": ""MultiPoint""}"
774,Private Property Patio,B71-4648894,AP,55 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,55 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38868473, 43.6696325811903]], ""type"": ""MultiPoint""}"
775,Private Property Patio,B71-4648907,TAYLORS LANDING,1090 DON MILLS RD,None,DON VALLEY EAST,None,DON MILLS RD,1090 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34422717, 43.7364357442744]], ""type"": ""MultiPoint""}"
776,Private Property Patio,B71-4648916,SCADDABUSH ITALIAN KITCHEN & BAR,200 FRONT ST W,None,SPADINA-FORT YORK,None,FRONT ST W,200 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38553359, 43.644901744847]], ""type"": ""MultiPoint""}"
777,Private Property Patio,B71-4649156,SUNSET GRILL,1115 LODESTAR RD,None,YORK CENTRE,None,LODESTAR RD,1115 LODESTAR RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46645469, 43.7592216570184]], ""type"": ""MultiPoint""}"
778,Private Property Patio,B71-4649850,CHERRY ST BAR-B-QUE,275 CHERRY ST,None,TORONTO-DANFORTH,None,CHERRY ST,275 CHERRY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35233109, 43.6455974145097]], ""type"": ""MultiPoint""}"
779,Private Property Patio,B71-4650288,FIRKIN ON BAY ST,"1075 BAY ST, FLG",None,TORONTO CENTRE,None,BAY ST,1075 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38802048, 43.6671570792041]], ""type"": ""MultiPoint""}"
780,Private Property Patio,B71-4650827,GREATER GOOD,229 GEARY AVE,None,DAVENPORT,None,GEARY AVE,229 GEARY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43916576, 43.6692848403954]], ""type"": ""MultiPoint""}"
781,Private Property Patio,B71-4651647,HIBACHI,550 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,550 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4011057, 43.6430641637473]], ""type"": ""MultiPoint""}"
782,Private Property Patio,B71-4652037,DARBAR AVENUE,2015 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,2015 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41965956, 43.73551907391]], ""type"": ""MultiPoint""}"
783,Private Property Patio,B71-4652791,KA CHI RESTAURANT,8 ST ANDREW ST,None,UNIVERSITY-ROSEDALE,None,ST ANDREW ST,8 ST ANDREW ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39936543, 43.6544726289576]], ""type"": ""MultiPoint""}"
784,Private Property Patio,B71-4653147,BORREL,1333 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1333 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32907038, 43.6819618487968]], ""type"": ""MultiPoint""}"
785,Private Property Patio,B71-4654104,AROMA ESPRESSO BAR,"661 UNIVERSITY AVE, L1-29",None,UNIVERSITY-ROSEDALE,None,UNIVERSITY AVE,661 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38954753, 43.6594471708546]], ""type"": ""MultiPoint""}"
786,Private Property Patio,B71-4654813,VERSUS COFFEE,"33 LOMBARD ST, #1",None,TORONTO CENTRE,None,LOMBARD ST,33 LOMBARD ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37575373, 43.6515206961289]], ""type"": ""MultiPoint""}"
787,Private Property Patio,B71-4657652,HANNAH'S CAFE AND BAKERY,1822 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,1822 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46300254, 43.6542868489734]], ""type"": ""MultiPoint""}"
788,Private Property Patio,B71-4683442,KING TAPS,77 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,77 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38217483, 43.6493893296147]], ""type"": ""MultiPoint""}"
789,Private Property Patio,B71-4683478,SECOND CUP,"33 BAY ST, #39B",None,SPADINA-FORT YORK,None,BAY ST,33 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37736788, 43.6426385774264]], ""type"": ""MultiPoint""}"
790,Private Property Patio,B71-4684451,STARBUCKS COFFEE #47181,"1100 ELLESMERE RD, #1",None,SCARBOROUGH CENTRE,None,ELLESMERE RD,1100 ELLESMERE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.27170008, 43.76832178]], ""type"": ""MultiPoint""}"
791,Private Property Patio,B71-4685069,SCOTTHILL,1943 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1943 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41936748, 43.73398294]], ""type"": ""MultiPoint""}"
792,Private Property Patio,B71-4685623,LIBERTY COMMONS,"60 ATLANTIC AVE, LOWER",None,SPADINA-FORT YORK,None,ATLANTIC AVE,60 ATLANTIC AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42086343, 43.6384305178527]], ""type"": ""MultiPoint""}"
793,Private Property Patio,B71-4702157,FROG AND THE CROWN BAR & GRILL,1871 O'CONNOR DR,None,DON VALLEY EAST,None,O'CONNOR DR,1871 O'CONNOR DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30341389, 43.72195071]], ""type"": ""MultiPoint""}"
794,Private Property Patio,B71-4704217,GODSPEED BREWERY,242 COXWELL AVE,None,TORONTO-DANFORTH,None,COXWELL AVE,242 COXWELL AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.31935916, 43.6724895374393]], ""type"": ""MultiPoint""}"
795,Private Property Patio,B71-4705737,CHUBBY'S JAMAICAN KITCHEN,104 PORTLAND ST,None,SPADINA-FORT YORK,None,PORTLAND ST,104 PORTLAND ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40067952, 43.6453114904795]], ""type"": ""MultiPoint""}"
796,Private Property Patio,B71-4706501,LA PALMA CAFFE,849 DUNDAS ST W,None,SPADINA-FORT YORK,None,DUNDAS ST W,849 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41013023, 43.651272236915]], ""type"": ""MultiPoint""}"
797,Private Property Patio,B71-4706851,SUKHOTHAI,425 CHERRY ST,None,TORONTO CENTRE,None,CHERRY ST,425 CHERRY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35708625, 43.6520567328593]], ""type"": ""MultiPoint""}"
798,Private Property Patio,B71-4710833,GREEN BOX EXPRESS,"200 UNIVERSITY AVE, #150",None,SPADINA-FORT YORK,None,UNIVERSITY AVE,200 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38662977, 43.64967167]], ""type"": ""MultiPoint""}"
799,Private Property Patio,B71-4712673,SUD FORNO,40 ADELAIDE ST W,None,TORONTO CENTRE,None,ADELAIDE ST W,40 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37962899, 43.6505200656351]], ""type"": ""MultiPoint""}"
800,Private Property Patio,B71-4713446,LECHON REPUBLIK,"1 ROMAR CRES, #2",None,EGLINTON-LAWRENCE,None,ROMAR CRES,1 ROMAR CRES,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44241315, 43.7061641098772]], ""type"": ""MultiPoint""}"
801,Private Property Patio,B71-4714621,RORSCHACH BREWING CO.,1001 EASTERN AVE,None,TORONTO-DANFORTH,None,EASTERN AVE,1001 EASTERN AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.31992132, 43.663483809314]], ""type"": ""MultiPoint""}"
802,Private Property Patio,B71-4715407,KINTON RAMEN,"90 EGLINTON AVE E, #108",None,TORONTO-ST. PAUL'S,None,EGLINTON AVE E,90 EGLINTON AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39589972, 43.7076209683648]], ""type"": ""MultiPoint""}"
803,Private Property Patio,B71-4716003,DUKE OF CORNWALL PUB,400 UNIVERSITY AVE,None,SPADINA-FORT YORK,None,UNIVERSITY AVE,400 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38834898, 43.6534940792897]], ""type"": ""MultiPoint""}"
804,Private Property Patio,B71-4717607,DINEEN COFFEE CO,"199 BAY ST, GRND FL",None,TORONTO CENTRE,None,BAY ST,199 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37956192, 43.6482260159085]], ""type"": ""MultiPoint""}"
805,Private Property Patio,B71-4717820,KRYSTOS MODERN GREEK CUISINE,"3200 DUFFERIN ST, #22",None,EGLINTON-LAWRENCE,None,DUFFERIN ST,3200 DUFFERIN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45626044, 43.7187095918917]], ""type"": ""MultiPoint""}"
806,Private Property Patio,B71-4720395,RYUS NOODLE BAR,786 BROADVIEW AVE,None,TORONTO-DANFORTH,None,BROADVIEW AVE,786 BROADVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35909359, 43.6771030521354]], ""type"": ""MultiPoint""}"
807,Private Property Patio,B71-4723777,PIE BAR,"207 QUEENS QUAY W, #150A",None,SPADINA-FORT YORK,None,QUEENS QUAY W,207 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38064294, 43.6387676176886]], ""type"": ""MultiPoint""}"
808,Private Property Patio,B71-4724400,FOX & FIDDLE,"865 YORK MILLS RD, #5",None,DON VALLEY EAST,None,YORK MILLS RD,865 YORK MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34958183, 43.7543025856015]], ""type"": ""MultiPoint""}"
809,Private Property Patio,B71-4726484,STARBUCKS COFFEE #49141,"2901 BAYVIEW AVE, #152",None,DON VALLEY NORTH,None,BAYVIEW AVE,2901 BAYVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38602585, 43.7692028565869]], ""type"": ""MultiPoint""}"
810,Private Property Patio,B71-4726867,INJAPAN,"124 ATLANTIC AVE, GF",None,SPADINA-FORT YORK,None,ATLANTIC AVE,124 ATLANTIC AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42139428, 43.63971301]], ""type"": ""MultiPoint""}"
811,Private Property Patio,B71-4727444,THE BULL PUB & GRILL,3311-3313 BLOOR ST W,None,ETOBICOKE-LAKESHORE,None,BLOOR ST W,3311-3313 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.52021434, 43.6452164333837]], ""type"": ""MultiPoint""}"
812,Private Property Patio,B71-4728255,CHULA,1058 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,1058 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.33595689, 43.6693029326018]], ""type"": ""MultiPoint""}"
813,Private Property Patio,B71-4729530,MONGA CHICKEN AND SNACKS,692 YONGE ST,None,TORONTO CENTRE,None,YONGE ST,692 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38591882, 43.6676294343977]], ""type"": ""MultiPoint""}"
814,Private Property Patio,B71-4732381,FLEUR DU JOUR,603 ST CLAIR AVE W,None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,603 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42250641, 43.6820846035667]], ""type"": ""MultiPoint""}"
815,Private Property Patio,B71-4734632,STARBUCKS COFFEE #47666,"75 BILLY BISHOP WAY, A3",None,YORK CENTRE,None,BILLY BISHOP WAY,75 BILLY BISHOP WAY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45084006, 43.7332818395857]], ""type"": ""MultiPoint""}"
816,Private Property Patio,B71-4735991,"FOUR SEASONS HOTEL,TORONTO",60 YORKVILLE AVE,None,UNIVERSITY-ROSEDALE,None,YORKVILLE AVE,60 YORKVILLE AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38978812, 43.6716145996996]], ""type"": ""MultiPoint""}"
817,Private Property Patio,B71-4739131,VIVOLI,663-665 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,663-665 COLLEGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4165051, 43.6549247805426]], ""type"": ""MultiPoint""}"
